person_name,count,normalised_key
Quisquere Robert,1,quisquere robert
Quius Laberius Durus,1,quius laberius durus
Radley,1,radley
Radulen,1,radulen
Raleg William,1,raleg william
Rameses,1,rameses
Randal Edward,1,randal edward
Randol,1,randol
Randoll,1,randoll
Ranulfe Hygden,1,ranulfe hygden
Ranulph,1,ranulph
Rat Andrew,1,rat andrew
Ratclife Thom,1,ratclife thom
Ratcliffe,1,ratcliffe
Ratcliffe Richarde,1,ratcliffe richarde
Ratharin,1,ratharin
Rauesteine,1,rauesteine
Raufe Ferrers,1,raufe ferrers
Raufe Ferrors,1,raufe ferrors
Raufe Gray,1,raufe gray
Raufe Iosseline,1,raufe iosseline
Raufe Morthermer,1,raufe morthermer
Raufe Mortimer,1,raufe mortimer
Raufe Percie,1,raufe percie
Raufe Poole,1,raufe poole
Raufe Stanley,1,raufe stanley
Raufe Verney,1,raufe verney
Raufe Willoughby,1,raufe willoughby
Raufes,1,raufes
Raulfe,1,raulfe
Rayer,1,rayer
Raynulphe,1,raynulphe
Rechelinus,1,rechelinus
Redfrid,1,redfrid
Redvers Baldwin,1,redvers baldwin
Redvers Baldwine,1,redvers baldwine
Redwals,1,redwals
Rees ap Meredeth,1,rees ap meredeth
Regan,1,regan
Regiginald,1,regiginald
Reginald Peacoke,1,reginald peacoke
Regn,1,regn
Rehald,1,rehald
Reimond,1,reimond
Reinerius,1,reinerius
Reingraue,1,reingraue
Reinold,1,reinold
Remaine,1,remaine
Remeline,1,remeline
Remfred,1,remfred
Renulf,1,renulf
Restitutus,1,restitutus
Ret,1,ret
Reuel Richard,1,reuel richard
Reymond,1,reymond
Reynolds,1,reynolds
Ri. the 3,1,ri. the 3
Ricard,1,ricard
Rice,1,rice
Richard Bewchamp,1,richard bewchamp
Richard Bingham,1,richard bingham
Richard Bourgh,1,richard bourgh
Richard Clifford,1,richard clifford
Richard Edgecombe,1,richard edgecombe
Richard Exton,1,richard exton
Richard For,1,richard for
Richard Griffith,1,richard griffith
Richard Guifford,1,richard guifford
Richard Herberte,1,richard herberte
Richard Kilminton,1,richard kilminton
Richard Molineux,1,richard molineux
Richard Neuile,1,richard neuile
Richard Pace,1,richard pace
Richard Percie,1,richard percie
Richard Radcliffe,1,richard radcliffe
Richard Ratcliffe,1,richard ratcliffe
Richard Tunstal,1,richard tunstal
Richard Vicout,1,richard vicout
Richard Walgraue,1,richard walgraue
Richard William,1,richard william
Richard Wooduile,1,richard wooduile
Richarde Strangbow,1,richarde strangbow
Richardes,1,richardes
Richards,1,richards
Riche Richard,1,riche richard
Richer de Aquila,1,richer de aquila
Ricula,1,ricula
Ridel,1,ridel
Ridley Nicholas,1,ridley nicholas
Rigmanus Philesius,1,rigmanus philesius
Rippingdo,1,rippingdo
Riseley Iohn,1,riseley iohn
Risige,1,risige
Rithwal,1,rithwal
Robart,1,robart
Robert Bapthorpe,1,robert bapthorpe
Robert Basset,1,robert basset
Robert Belesme,1,robert belesme
Robert Brakenbery,1,robert brakenbery
Robert Broc,1,robert broc
Robert Brock,1,robert brock
Robert Burnel,1,robert burnel
Robert Canne,1,robert canne
Robert Chamberlain,1,robert chamberlain
Robert Clyfford,1,robert clyfford
Robert Curcy,1,robert curcy
Robert Curson,1,robert curson
Robert Curthuze,1,robert curthuze
Robert Dartois,1,robert dartois
Robert Fitzham,1,robert fitzham
Robert Fytz Ham,1,robert fytz ham
Robert Hal,1,robert hal
Robert Hilliard,1,robert hilliard
Robert Holand,1,robert holand
Robert Huldorne,1,robert huldorne
Robert Kilwarby,1,robert kilwarby
Robert Knoles,1,robert knoles
Robert Marmion,1,robert marmion
Robert Middleton,1,robert middleton
Robert Morley,1,robert morley
Robert Ret,1,robert ret
Robert Shirborne,1,robert shirborne
Robert Trisilian,1,robert trisilian
Robert Welles,1,robert welles
Robert Whitingham,1,robert whitingham
Robert Willoughby,1,robert willoughby
Robert Winchelsey,1,robert winchelsey
Robert de Belesme,1,robert de belesme
Robert de Namur,1,robert de namur
Robert de Poer,1,robert de poer
Roberte Vfforde,1,roberte vfforde
Roberts,1,roberts
Robyn,1,robyn
Roch Guion,1,roch guion
Rochefort,1,rochefort
Roches Peter,1,roches peter
Roches William,1,roches william
Rochfort,1,rochfort
Rocs,1,rocs
Roe Thomas,1,roe thomas
Roger Bullingbrok,1,roger bullingbrok
Roger Bygod,1,roger bygod
Roger Claringdon,1,roger claringdon
Roger Clifford,1,roger clifford
Roger Vaughan,1,roger vaughan
Roger de Lacy,1,roger de lacy
Roges,1,roges
Romaynes,1,romaynes
Ronir,1,ronir
Roos,1,roos
Rosamonde,1,rosamonde
Rosse,1,rosse
Rotheram Thomas,1,rotheram thomas
Rothes William,1,rothes william
Rotrode,1,rotrode
Rou,1,rou
Roufe Iohn,1,roufe iohn
Rouland,1,rouland
Rous Iohn,1,rous iohn
Rousse Iohn,1,rousse iohn
Rudacus,1,rudacus
Rufinianus,1,rufinianus
Rufus,1,rufus
Rufus VVilliam,1,rufus vvilliam
Russel,1,russel
Russell,1,russell
Rustein,1,rustein
Ruthal Thomas,1,ruthal thomas
Rutland,1,rutland
Rycharde,1,rycharde
Ryse,1,ryse
S. Ambrose,1,s. ambrose
S. Edmond,1,s. edmond
S. Iohn de Lucy,1,s. iohn de lucy
Sabartes,1,sabartes
Sackuill Nigel,1,sackuill nigel
Sackuille Tho.,1,sackuille tho.
Saer,1,saer
Saford Nicholas,1,saford nicholas
Saint Alban,1,saint alban
Saint Amphibolus,1,saint amphibolus
Saint Audrie,1,saint audrie
Saint Cayman,1,saint cayman
Saint Cutbert,1,saint cutbert
Saint Edmond,1,saint edmond
Saint Edmonde,1,saint edmonde
Saint Edwardes,1,saint edwardes
Saint Fridancus,1,saint fridancus
Saint Germain Geoffrey,1,saint germain geoffrey
Saint Iames,1,saint iames
Saint Leonard,1,saint leonard
Saint Loe,1,saint loe
Saint Martins,1,saint martins
Saint Maure William,1,saint maure william
Saint Michael,1,saint michael
Saint Oswin,1,saint oswin
Saint Pawle,1,saint pawle
Saint Thomas,1,saint thomas
Sainte Albanes,1,sainte albanes
Sainte Aldermes,1,sainte aldermes
Sainte Cicere Huberte,1,sainte cicere huberte
Sainte Clere Hugh,1,sainte clere hugh
Sainte Ellutus,1,sainte ellutus
Sainte Friswides,1,sainte friswides
Sainte Maurice,1,sainte maurice
Sainte Omer Tosses,1,sainte omer tosses
Sainte Paule,1,sainte paule
Salerne,1,salerne
Salestine,1,salestine
Salle Roberte,1,salle roberte
Samothe,1,samothe
Sampson,1,sampson
Samuell,1,samuell
Sanctia,1,sanctia
Sanctius,1,sanctius
Sanders,1,sanders
Sands William,1,sands william
Sanison,1,sanison
Sapcote William,1,sapcote william
Sapcots Iohn,1,sapcots iohn
Sarastus,1,sarastus
Sarisbury,1,sarisbury
Sarons,1,sarons
Sarronides,1,sarronides
Sauage Iohn,1,sauage iohn
Sauage Tho.,1,sauage tho.
Sauage Thomas,1,sauage thomas
Sauerye de Mauleon,1,sauerye de mauleon
Sauill Io.,1,sauill io.
Saunders George,1,saunders george
Saxon Kings,1,saxon kings
Saxos,1,saxos
Saxton,1,saxton
Say,1,say
Say Wil.,1,say wil.
Saynt Cutberte,1,saynt cutberte
Scaro,1,scaro
Scelton Richard,1,scelton richard
Scena,1,scena
Scithians,1,scithians
Scory,1,scory
Scot Iohn,1,scot iohn
Scotney,1,scotney
Scotte William,1,scotte william
Scottish,1,scottish
Scottish Bishops,1,scottish bishops
Scottishe,1,scottishe
Scotus,1,scotus
Scrope,1,scrope
Scrope Thomas,1,scrope thomas
Scurfa,1,scurfa
Secion,1,secion
Sedrike,1,sedrike
Seffred,1,seffred
Segburg,1,segburg
Seginus,1,seginus
Segninus,1,segninus
Seianes,1,seianes
Seille Peter,1,seille peter
Seintleger Anthonie,1,seintleger anthonie
Semer Thomas,1,semer thomas
Seuall,1,seuall
Sewfred,1,sewfred
Sewfrede,1,sewfrede
Sexburga,1,sexburga
Sexvulf,1,sexvulf
Seymer Edwarde,1,seymer edwarde
Seymer Iane,1,seymer iane
Shane Oneile,1,shane oneile
Sheffield Edmond,1,sheffield edmond
Shelley Edward,1,shelley edward
Shirburne Richarde,1,shirburne richarde
Shrewibury,1,shrewibury
Sibel,1,sibel
Sibell,1,sibell
Sibert,1,sibert
Sichrike,1,sichrike
Sicilius,1,sicilius
Sidius Geta,1,sidius geta
Sidonius Appolinaris,1,sidonius appolinaris
Sidrack,1,sidrack
Sidroe,1,sidroe
Siga,1,siga
Sigbelitie,1,sigbelitie
Sigebald,1,sigebald
Sigebalde,1,sigebalde
Sigebettus,1,sigebettus
Sigeferd,1,sigeferd
Sigefero,1,sigefero
Sigefmonde,1,sigefmonde
Siger de Curtrey,1,siger de curtrey
Sigerius,1,sigerius
Sighard,1,sighard
Sighelmus,1,sighelmus
Sigismond,1,sigismond
Sildius,1,sildius
Siluester,1,siluester
Simon Bereford,1,simon bereford
Simon Burleis,1,simon burleis
Simon Dane,1,simon dane
Simon Digby,1,simon digby
Simon Dunelhen,1,simon dunelhen
Simon L. Montagew,1,simon l. montagew
Simon Langton,1,simon langton
Simon Mepham,1,simon mepham
Simon Montford,1,simon montford
Simon Mountford,1,simon mountford
Simon Moutford,1,simon moutford
Simon Richard,1,simon richard
Simon Sudburie,1,simon sudburie
Simon Zelotis,1,simon zelotis
Simons Montford,1,simons montford
Single,1,single
Siricius,1,siricius
Sirilius,1,sirilius
Sistllius,1,sistllius
Sithaike,1,sithaike
Sithrik,1,sithrik
Siwolfe,1,siwolfe
Sizil,1,sizil
Sldda,1,sldda
Sledda,1,sledda
Sodomites,1,sodomites
Solomons,1,solomons
Somercot,1,somercot
Somerset George,1,somerset george
Sophronius,1,sophronius
Southsaxons,1,southsaxons
Sparcianus,1,sparcianus
Spencer Edward,1,spencer edward
Spencer Edwarde,1,spencer edwarde
Spising,1,spising
Sroope,1,sroope
Stafford,1,stafford
Stafford Edwarde,1,stafford edwarde
Stafford Richarde,1,stafford richarde
Stafforde Edward,1,stafforde edward
Stanley Humfrey,1,stanley humfrey
Stanley Thomas,1,stanley thomas
Stephanus,1,stephanus
Stephen Langton,1,stephen langton
Stephons,1,stephons
Steterus,1,steterus
Steue Langton,1,steue langton
Stigand,1,stigand
Stilico,1,stilico
Stillington,1,stillington
Storie,1,storie
Stow Iohn,1,stow iohn
Strabo,1,strabo
Strangbowe,1,strangbowe
Strangwers Thomas,1,strangwers thomas
Stratforde,1,stratforde
Straunge,1,straunge
Straw Iack,1,straw iack
Strawe,1,strawe
Strenwolde,1,strenwolde
Sturton,1,sturton
Sudburie Adam,1,sudburie adam
Suebhard,1,suebhard
Sueno,1,sueno
Suetonius,1,suetonius
Suffolke,1,suffolke
Sullemny Gilbert,1,sullemny gilbert
Sussex,1,sussex
Suthune,1,suthune
Sutton Edwarde,1,sutton edwarde
Sutton william,1,sutton william
Suward,1,suward
Swain,1,swain
Swarde Martine,1,swarde martine
Swarde Richarde,1,swarde richarde
Swidhelme,1,swidhelme
Swithred,1,swithred
Sysillius,1,sysillius
Tace,1,tace
Tacitus,1,tacitus
Talbot Gylbert,1,talbot gylbert
Talbot Humfrey,1,talbot humfrey
Taluan,1,taluan
Tame Robert,1,tame robert
Tancred,1,tancred
Tarapha,1,tarapha
Tate,1,tate
Taurus,1,taurus
Tedder Iasper,1,tedder iasper
Tenantius,1,tenantius
Tenchard Thomas,1,tenchard thomas
Teplers,1,teplers
Tertullian,1,tertullian
Tesra willia,1,tesra willia
Textor Rauisius,1,textor rauisius
Th. Neuil,1,th. neuil
Th. lord Faucobridge,1,th. lord faucobridge
Thamar,1,thamar
Thanes,1,thanes
Theodbaldus,1,theodbaldus
Theodoretus,1,theodoretus
Theodoricke,1,theodoricke
Theophilactus,1,theophilactus
Theophilus,1,theophilus
Theuet,1,theuet
Thira,1,thira
Thirlbie,1,thirlbie
Tho. Burselier,1,tho. burselier
Tho. Haward,1,tho. haward
Tho. Rotheram,1,tho. rotheram
Tho. Stafford,1,tho. stafford
Tho. lord Stanley,1,tho. lord stanley
Tholmeley Roger,1,tholmeley roger
Thom. Bourchier,1,thom. bourchier
Thom. Cooke,1,thom. cooke
Thom. Erpingham,1,thom. erpingham
Thom. Eudouham,1,thom. eudouham
Thom. Gray,1,thom. gray
Thom. Harington,1,thom. harington
Thom. Ouill,1,thom. ouill
Thom. Seeger,1,thom. seeger
Thom. Thorpe,1,thom. thorpe
Thom. a Bourgh,1,thom. a bourgh
Thom. lord Haward,1,thom. lord haward
Thom. wentworth,1,thom. wentworth
Thomas Aparre,1,thomas aparre
Thomas Beaufort,1,thomas beaufort
Thomas Bradwedin,1,thomas bradwedin
Thomas Brandon,1,thomas brandon
Thomas Broughton,1,thomas broughton
Thomas Clerke,1,thomas clerke
Thomas Coniers,1,thomas coniers
Thomas Corbrige,1,thomas corbrige
Thomas Courtney,1,thomas courtney
Thomas Cramner,1,thomas cramner
Thomas Cranmer,1,thomas cranmer
Thomas Cromwell,1,thomas cromwell
Thomas Dogworth,1,thomas dogworth
Thomas Dogworths,1,thomas dogworths
Thomas Dutton,1,thomas dutton
Thomas Englefield,1,thomas englefield
Thomas Eresham,1,thomas eresham
Thomas Fitz william,1,thomas fitz william
Thomas Gargraue,1,thomas gargraue
Thomas Holand,1,thomas holand
Thomas Holland,1,thomas holland
Thomas Husey,1,thomas husey
Thomas Hutton,1,thomas hutton
Thomas Isley,1,thomas isley
Thomas Kitiel,1,thomas kitiel
Thomas Lorde Marques Dorset,1,thomas lorde marques dorset
Thomas Lorde Stanley,1,thomas lorde stanley
Thomas Louell,1,thomas louell
Thomas Marques Dorset,1,thomas marques dorset
Thomas Molineux,1,thomas molineux
Thomas Moore,1,thomas moore
Thomas More,1,thomas more
Thomas Morgan,1,thomas morgan
Thomas Mountgomerie,1,thomas mountgomerie
Thomas Neuill,1,thomas neuill
Thomas Palmer,1,thomas palmer
Thomas Rainston,1,thomas rainston
Thomas Ram,1,thomas ram
Thomas Robert,1,thomas robert
Thomas Rosselin,1,thomas rosselin
Thomas Rotheram,1,thomas rotheram
Thomas Southwel,1,thomas southwel
Thomas Spot,1,thomas spot
Thomas Talbot,1,thomas talbot
Thomas Tilby,1,thomas tilby
Thomas Triuet,1,thomas triuet
Thomas Vaughan,1,thomas vaughan
Thomas de Laund,1,thomas de laund
Thomas lord Howard,1,thomas lord howard
Thomas of Brotherton,1,thomas of brotherton
Thomas of VVodstocke,1,thomas of vvodstocke
Thomas of VVoodstocke,1,thomas of vvoodstocke
Thomas william,1,thomas william
Thorsbye Iohn,1,thorsbye iohn
Throckmerto Iohn,1,throckmerto iohn
Throckmerton Nicholas,1,throckmerton nicholas
Throckmorto,1,throckmorto
Thrustan,1,thrustan
Thunnir,1,thunnir
Thuran,1,thuran
Thuringi,1,thuringi
Thurst william,1,thurst william
Thustaine,1,thustaine
Tiler wat,1,tiler wat
Timagines,1,timagines
Tindall,1,tindall
Tindall william,1,tindall william
Tineas,1,tineas
Tirell Iames,1,tirell iames
Tirrel Iames,1,tirrel iames
Titus,1,titus
Titus Liuius,1,titus liuius
Togodummus,1,togodummus
Tonneys Iohn,1,tonneys iohn
Tonstal Cathbert,1,tonstal cathbert
Tonstall,1,tonstall
Tonstall Richarde,1,tonstall richarde
Tormace,1,tormace
Tosie,1,tosie
Toslie,1,toslie
Tracie William,1,tracie william
Tracy William,1,tracy william
Traile Baston,1,traile baston
Trechard Thomas,1,trechard thomas
Tremarle Thomas,1,tremarle thomas
Trenchuile William,1,trenchuile william
Tresham Thomas,1,tresham thomas
Tressham,1,tressham
Triphon,1,triphon
Trubleuile Henrie,1,trubleuile henrie
Trumnine,1,trumnine
Tua,1,tua
Tuball,1,tuball
Tuda,1,tuda
Tue Brian,1,tue brian
Tully,1,tully
Tumbart,1,tumbart
Turberuils,1,turberuils
Turgusius,1,turgusius
Turinus,1,turinus
Turketell Mirenchened,1,turketell mirenchened
Turketellus,1,turketellus
Turketillus,1,turketillus
Turneham Roberte,1,turneham roberte
Turneham Stephan,1,turneham stephan
Turold,1,turold
Turstan,1,turstan
Twichet Iames,1,twichet iames
Twine Iohn,1,twine iohn
Twing Robert,1,twing robert
VValdene,1,vvaldene
VVallop Iohn,1,vvallop iohn
VValteof,1,vvalteof
VValter Herbert,1,vvalter herbert
VValter Hungerforde,1,vvalter hungerforde
VValter Lorde Ferrers,1,vvalter lorde ferrers
VValthir,1,vvalthir
VVarrham VVilliam,1,vvarrham vvilliam
VVarwike,1,vvarwike
VVatkins Richard,1,vvatkins richard
VVentworth,1,vventworth
VVerefridus,1,vverefridus
VVerstan,1,vverstan
VViat Thomas,1,vviat thomas
VVightgar,1,vvightgar
VVil. Argentine,1,vvil. argentine
VVilford Iames,1,vvilford iames
VVillia,1,vvillia
VVillia Fitz Adeline,1,vvillia fitz adeline
VVillia VVicwan,1,vvillia vvicwan
VVilliam Lord Herberte,1,vvilliam lord herberte
VVilliam Malmesburie,1,vvilliam malmesburie
VVilliam Neuill,1,vvilliam neuill
VVilliam Sautre,1,vvilliam sautre
VVilliam Staley,1,vvilliam staley
VVilliam Tailbois,1,vvilliam tailbois
VVilliam Tirell,1,vvilliam tirell
VVilliam VVilford,1,vvilliam vvilford
VVilliam Venoure,1,vvilliam venoure
VVilloughby VVilliam,1,vvilloughby vvilliam
VVilmote,1,vvilmote
VVilnotus,1,vvilnotus
VVlnardus,1,vvlnardus
VVoden,1,vvoden
VVolde VVilliam,1,vvolde vvilliam
VVolfgangus Lazius,1,vvolfgangus lazius
VVolsey Thomas,1,vvolsey thomas
VVolshere,1,vvolshere
VVorseley William,1,vvorseley william
VVoulston Iohn,1,vvoulston iohn
Valencunus,1,valencunus
Valenrinianus,1,valenrinianus
Valens,1,valens
Valentinyan,1,valentinyan
Valeran,1,valeran
Vane Raufe,1,vane raufe
Vaspasian,1,vaspasian
Vckellus,1,vckellus
Vdall William,1,vdall william
Vebane,1,vebane
Vectius Volanus,1,vectius volanus
Veduriones,1,veduriones
Vepount Robert,1,vepount robert
Vere Henry,1,vere henry
Vere Iohn,1,vere iohn
Vernon,1,vernon
Vernon Henrye,1,vernon henrye
Vernon Warren,1,vernon warren
Verrine,1,verrine
Vesie William,1,vesie william
Vffa,1,vffa
Vidues Robert,1,vidues robert
Vigferd,1,vigferd
Viniano,1,viniano
Viper,1,viper
Virgin Mary,1,virgin mary
Vites,1,vites
Vlfe,1,vlfe
Vlfridus,1,vlfridus
Vlfus,1,vlfus
Vlisses,1,vlisses
Vlsus,1,vlsus
Vmfreyuille Odonet,1,vmfreyuille odonet
Vnwone,1,vnwone
Vortigerus,1,vortigerus
Vrbane,1,vrbane
Vripreds,1,vripreds
Vrswike Christopher,1,vrswike christopher
Vther,1,vther
Vulthere,1,vulthere
W. Northburgh,1,w. northburgh
Wake,1,wake
Wake Baldwine,1,wake baldwine
Walasco,1,walasco
Walc,1,walc
Walchrr,1,walchrr
Walkeline,1,walkeline
Walkelme,1,walkelme
Walkhem,1,walkhem
Wallo,1,wallo
Walstod,1,walstod
Walteofes,1,walteofes
Walter Bentley,1,walter bentley
Walter Diffe,1,walter diffe
Walter Giffard,1,walter giffard
Walter Hopton,1,walter hopton
Walter Huberte,1,walter huberte
Walton,1,walton
Walwine,1,walwine
Warine,1,warine
Warlewast,1,warlewast
Warwicke,1,warwicke
Wecleuists,1,wecleuists
Welchman,1,welchman
Welgistus,1,welgistus
Welles,1,welles
Wells,1,wells
Wenlooke,1,wenlooke
Wharton Thomas,1,wharton thomas
Whitring Richard,1,whitring richard
Wia Henry,1,wia henry
Wibteth,1,wibteth
Wicclif,1,wicclif
Wicklifes,1,wicklifes
Wicliffe,1,wicliffe
Wighclafe,1,wighclafe
Wil Corum,1,wil corum
Wil. Conqueroure,1,wil. conqueroure
Wil. Drury,1,wil. drury
Wil. Hosey,1,wil. hosey
Wil. L. Hastings,1,wil. l. hastings
Wil. Malm.,1,wil. malm.
Wil. Marleb,1,wil. marleb
Wil. Parre,1,wil. parre
Wil. Witlesey,1,wil. witlesey
Wil. Zouch,1,wil. zouch
Wilfrides,1,wilfrides
Wilkinson Oswalde,1,wilkinson oswalde
Willia Barkeley,1,willia barkeley
Willia Beauchampe,1,willia beauchampe
Willia Conquerour,1,willia conquerour
Willia Lucre,1,willia lucre
Willia Parre,1,willia parre
Willia Rufus,1,willia rufus
Willia Trowtbeck,1,willia trowtbeck
Willia Zouch,1,willia zouch
William Brandon,1,william brandon
William Butley,1,william butley
William Catesby,1,william catesby
William Clinton,1,william clinton
William Cotton,1,william cotton
William Courtney,1,william courtney
William Crispine,1,william crispine
William Fitz Osbert,1,william fitz osbert
William Gatesby,1,william gatesby
William Grenefeld,1,william grenefeld
William Howard,1,william howard
William L. Dowglas,1,william l. dowglas
William Long espee,1,william long espee
William Longespee,1,william longespee
William Malmesb,1,william malmesb
William Malmesb.,1,william malmesb.
William Mandeuile,1,william mandeuile
William Melton,1,william melton
William Mombray,1,william mombray
William Montagew,1,william montagew
William Moun,1,william moun
William Mountagew,1,william mountagew
William Mulmesburie,1,william mulmesburie
William Neuil,1,william neuil
William Neuill,1,william neuill
William Ombler,1,william ombler
William Paruus,1,william paruus
William Peche,1,william peche
William Rheuellnsts,1,william rheuellnsts
William Rius,1,william rius
William Scrope,1,william scrope
William Slaughtar,1,william slaughtar
William Smith,1,william smith
William Somerset,1,william somerset
William Stanley,1,william stanley
William Vfford,1,william vfford
William White,1,william white
William Wittelsey,1,william wittelsey
William a Parre,1,william a parre
William de Albeney,1,william de albeney
William de Valence,1,william de valence
William de la Pole,1,william de la pole
William of Malmesb.,1,william of malmesb.
William wyth the long beard,1,william wyth the long beard
Williliam,1,williliam
Willoughbie Henry,1,willoughbie henry
Willoughby Robert,1,willoughby robert
Willyam Rufus,1,willyam rufus
Wilnosus,1,wilnosus
Wilnotus,1,wilnotus
Wilson,1,wilson
Wimond,1,wimond
Winchester,1,winchester
Wincigi,1,wincigi
Windham Iohn,1,windham iohn
Wingha Henrie,1,wingha henrie
Winnebert,1,winnebert
Wipha,1,wipha
Wishhere,1,wishhere
Wisketell,1,wisketell
Wissher,1,wissher
Wolshere,1,wolshere
Wolsihere,1,wolsihere
Wolthere,1,wolthere
Woodhouse Thomas,1,woodhouse thomas
Wooduile,1,wooduile
Wre,1,wre
Wyat,1,wyat
Wyllia Bohun,1,wyllia bohun
Wylliam Cobham,1,wylliam cobham
Wylliam Conquerour,1,wylliam conquerour
Wylmote,1,wylmote
Wylshyre,1,wylshyre
Yewan,1,yewan
Yorke,1,yorke
Zeno,1,zeno
almius,1,almius
duke of Orliance,1,duke of orliance
fits Water,1,fits water
humfry Arundel,1,humfry arundel
king Egelredus,1,king egelredus
king Henri the first,1,king henri the first
king William,1,king william
king Wylliam Rufus,1,king wylliam rufus
kyng Iohns,1,kyng iohns
la Vaal,1,la vaal
mountacute,1,mountacute
nuto,1,nuto
van Arteneldes,1,van arteneldes
westsaxons,1,westsaxons
wikclifs,1,wikclifs
william Stodham,1,william stodham
william Tailleux,1,william tailleux
william Talbot,1,william talbot
william Tankeruile,1,william tankeruile
william Thorne,1,william thorne
wolstane,1,wolstane
wriothesley Tho.,1,wriothesley tho.
wriothesley Thomas lord wriothesley,1,wriothesley thomas lord wriothesley
wulferth,1,wulferth
wulhard,1,wulhard
yuon Haruey,1,yuon haruey
